"AnimalName","numberOfAnimals","AnimalType"
"Tally",2,"D"
"Mumbles",2,"D"
"Killa",2,"D"
"Macey grey",2,"D"
"Tickle",2,"D"
"Clementine",2,"D"
"Ruddy",2,"D"
"Sparkie",2,"D"
"Beamer",2,"D"
"Midgee",2,"D"
"Mitzie",2,"D"
"Rita",2,"D"
"Licorice",2,"D"
"Hugo boss",2,"D"
"Jez",2,"D"
"Squiggy",2,"D"
"Cabbage",2,"D"
"Oodie",2,"D"
"Woodie",2,"D"
"Tayza",2,"D"
"Mattie",2,"D"
"Garcia",2,"D"
"Kelso",2,"D"
"Montie",2,"D"
"Slash",2,"D"
"Niah",2,"D"
"Kyah",2,"D"
"Maria",2,"D"
"Mitsey",2,"D"
"no name advised",2,"D"
"Neon",2,"D"
"Elka",2,"D"
"Vespa",2,"D"
"Karni",2,"D"
"Rastas",2,"D"
"Wilco",2,"D"
"Fatty",2,"D"
"Sandee",2,"D"
"Ruff",2,"D"
"Dusky",2,"D"
"Dasch",2,"D"
"Felicity",2,"D"
"Snap",2,"D"
"Zip",2,"D"
"Jindi",2,"D"
"Nevaeh",2,"D"
"Puffin",2,"D"
"Jamal",2,"D"
"Saphira",2,"D"
"Myla",2,"D"
"Maiya",2,"D"
"Shy",2,"D"
"Puppet",2,"D"
"Barbie",2,"D"
"Snooks",2,"D"
"Spyke",2,"D"
"Gabbie",2,"D"
"Zarley",2,"D"
"Charleigh",2,"D"
"Dollar",2,"D"
"Cruza",2,"D"
"Dandy",2,"D"
"Hermione",2,"D"
"Calais",2,"D"
"Chalkie",2,"D"
"Crusher",2,"D"
"Syra",2,"D"
"Cobie",2,"D"
"Steinie",2,"D"
"Josh",2,"D"
"Bravo",2,"D"
"Usha",2,"D"
"Devo",2,"D"
"Miri",2,"D"
"Mieka",2,"D"
"Burnie",2,"D"
"Takoda",2,"D"
"Pooka",2,"D"
"Nibbler",2,"D"
"Rinty",2,"D"
"Suzie Q",2,"D"
"Shellie",2,"D"
"Nixie",2,"D"
"Rebecca",2,"D"
"Ding",2,"D"
"Brynn",2,"D"
"Leopold",2,"D"
"Jemima",2,"D"
"Mustang",2,"D"
"Ciara",2,"D"
"Bullseye",2,"D"
"Monet",2,"D"
"Lula",2,"D"
"Dippa",2,"D"
"Nisha",2,"D"
"Shorty",2,"D"
"Dasher",2,"D"
"Pam",2,"D"
"Tuppy",2,"D"
"Wolverine",2,"D"
"Corey",2,"D"
"Liam",2,"D"
"Hiccup",2,"D"
"Woofie",2,"D"
"Bodey",2,"D"
"Manni",2,"D"
"Linkin",2,"D"
"Wagz",2,"D"
"Foo",2,"D"
"Ariel",2,"D"
"Chippie",2,"D"
"Clayton",2,"D"
"Luther",2,"D"
"Buttercup",2,"D"
"Chaos",2,"D"
"Feebie",2,"D"
"Diezel",2,"D"
"Darcie",2,"D"
"Saki",2,"D"
"Jazi",2,"D"
"Stone",2,"D"
"Cinta",2,"D"
"Hamlet",2,"D"
"Scotch",2,"D"
"Lilley",2,"D"
"Mili",2,"D"
"Scarla",2,"D"
"Cara Mia",2,"D"
"Yamba",2,"D"
"Shine",2,"D"
"Aldo",2,"D"
"Abigail",2,"D"
"Krista",2,"D"
"Seisa",2,"D"
"Adonis",2,"D"
"Gizzy",2,"D"
"Kaysha",2,"D"
"Vossy",2,"D"
"Chaplin",2,"D"
"Maestro",2,"D"
"Poncho",2,"D"
"Jo-Jo",2,"D"
"Titch",2,"D"
"Susy",2,"D"
"Jacey",2,"D"
"Truffle",2,"D"
"Diddy",2,"D"
"Pongo",2,"D"
"Scrap",2,"D"
"Cauli",2,"D"
"Zhara",2,"D"
"Nutella",2,"D"
"Whisper",2,"D"
"Sippy",2,"D"
"Dinky",2,"D"
"Effy",2,"D"
"Shumba",2,"D"
"Shaker",2,"D"
"Tiga",2,"D"
"Syke",2,"D"
"Prime",2,"D"
"Lockey",2,"D"
"Gabbi",2,"D"
"Mash",2,"D"
"Maia",2,"D"
"Brontie",2,"D"
"Pudding",2,"D"
"Tali",2,"D"
"Skylah",2,"D"
"Emme",2,"D"
"Napolean",2,"D"
"Grommit",2,"D"
"Moka",2,"D"
"Nos",2,"D"
"Melody",2,"D"
"Toffie",2,"D"
"KJ",2,"D"
"Sashi",2,"D"
"Pabu",2,"D"
"Tigerlilly",2,"D"
"May",2,"D"
"Ellie-Mae",2,"D"
"Stormie",2,"D"
"Nigel",2,"D"
"Peggy-Sue",2,"D"
"Cosby",2,"D"
"Claudie",2,"D"
"Spikey",2,"D"
"Tabitha",2,"D"
"Rayne",2,"D"
"Zar",2,"D"
"Punchy",2,"D"
"Liz",2,"D"
"Ume",2,"D"
"Sandie",2,"D"
"Donald",2,"D"
"Shannon",2,"D"
"Tin Tin",2,"D"
"Bondi",2,"D"
"Bensen",2,"D"
"Dulcie",2,"D"
"Jolie",2,"D"
"Donna",2,"D"
"Bug",2,"D"
"Cecil",2,"D"
"Neisha",2,"D"
"Maizy",2,"D"
"Mundy",2,"D"
"Kaito",2,"D"
"Lea",2,"D"
"Emmie",2,"D"
"silvie",2,"D"
"Autumn",2,"D"
"Kymba",2,"D"
"Kootenay",2,"D"
"Syrup",2,"D"
"Kruger",2,"D"
"Toki",2,"D"
"Enya",2,"D"
"Mooloo",2,"D"
"EJ",2,"D"
"Oliver (Ollie)",2,"D"
"Dylan",2,"D"
"Louey",2,"D"
"Krissie",2,"D"
"Terror",2,"D"
"Ashka",2,"D"
"Roobi",2,"D"
"Yo Yo",2,"D"
"Sharlee",2,"D"
"Lennon",2,"D"
"Porter",2,"D"
"Seisia",2,"D"
"Custard",2,"D"
"Peta",2,"D"
"Deigo",2,"D"
"Milou",2,"D"
"Milla",2,"D"
"Ronan",2,"D"
"Mugsy",2,"D"
"Raz",2,"D"
"Moss",2,"D"
"Hunni",2,"D"
"Slick",2,"D"
"Speck",2,"D"
"Ronny",2,"D"
"Mica",2,"D"
"lillian",2,"D"
"Coach",2,"D"
"Vadar",2,"D"
"Tyrone",2,"D"
"Addison",2,"D"
"Anouk",2,"D"
"Reaper",2,"D"
"Mimzy",2,"D"
"Poomba",2,"D"
"Squeek",2,"D"
"Mr T",2,"D"
"Tahj",2,"D"
"Little Miss",2,"D"
"Alexis",2,"D"
"Trixy",2,"D"
"Sakura",2,"D"
"Jayco",2,"D"
"Mushu",2,"D"
"Jetty",2,"D"
"Cherish",2,"D"
"Hallie",2,"D"
"Baxta",2,"D"
"Rye",2,"D"
"Gator",2,"D"
"Karla",2,"D"
"Zoltan",2,"D"
"Pushkin",2,"D"
"Lucy-Lou",2,"D"
"Effie",2,"D"
"Cherie",2,"D"
"Rena",2,"D"
"Boe",2,"D"
"Zuess",2,"D"
"Cesar",2,"D"
"Lenni",2,"D"
"Radha",2,"D"
"Margie",2,"D"
"Joli",2,"D"
"Cliffy",2,"D"
"Stryder",2,"D"
"Michael",2,"D"
"Cheri",2,"D"
"Sooks",2,"D"
"Muscles",2,"D"
"Slinky",2,"D"
"Oadie",2,"D"
"Taffee",2,"D"
"Tojo",2,"D"
"Moppy",2,"D"
"Ruffus",2,"D"
"Chachi",2,"D"
"Gunna",2,"D"
"Walker",2,"D"
"Oddie",2,"D"
"Sheebah",2,"D"
"Dory",2,"D"
"Pacey",2,"D"
"Seb",2,"D"
"Mr Darcy",2,"D"
"Gatsby",2,"D"
"LG",2,"D"
"Bach",2,"D"
"Dela",2,"D"
"Zari",2,"D"
"Wolfgang",2,"D"
"Bokkie",2,"D"
"T-bone",2,"D"
"Paul",2,"D"
"Symba",2,"D"
"Loco",2,"D"
"Forrest",2,"D"
"Sas",2,"D"
"Pippen",2,"D"
"Ghillie",2,"D"
"Speckles",2,"D"
"Berry",2,"D"
"Hartley",2,"D"
"Tatum",2,"D"
"Brin",2,"D"
"Arkie",2,"D"
"Amigo",2,"D"
"Maggie-May",2,"D"
"Axyl",2,"D"
"Bunty",2,"D"
"Phil",2,"D"
"Euka",2,"D"
"Mungo",2,"D"
"Rafael",2,"D"
"Monster",2,"D"
"Hogan",2,"D"
"Randall",2,"D"
"Malty",2,"D"
"Ralfie",2,"D"
"Farley",2,"D"
"Daizy",2,"D"
"Joy",2,"D"
"Sassa",2,"D"
"Beam",2,"D"
"Flossie",2,"D"
"Rune",2,"D"
"Dazey",2,"D"
"Valerie",2,"D"
"Hailey",2,"D"
"Poochy",2,"D"
"Lucia",2,"D"
"Razor",2,"D"
"Chandler",2,"D"
"Jeddah",2,"D"
"Rojo",2,"D"
"Scud",2,"D"
"Blazer",2,"D"
"Bosch",2,"D"
"Mara",2,"D"
"Mahli",2,"D"
"Zebedee",2,"D"
"Sausage",2,"D"
"Brew",2,"D"
"Norah",2,"D"
"Bridgette",2,"D"
"Cruzer",2,"D"
"Brittany",2,"D"
"Akila",2,"D"
"Marsh",2,"D"
"Alfi",2,"D"
"Brindle",2,"D"
"Ponty",2,"D"
"Sizzles",2,"D"
"Pig",2,"D"
"Daphnee",2,"D"
"Myff",2,"D"
"Chippa",2,"D"
"General",2,"D"
"Lui",2,"D"
"Puzzle",2,"D"
"Maude",2,"D"
"Switch",2,"D"
"Prinnie",2,"D"
"Snatch",2,"D"
"Meia",2,"D"
"Luey",2,"D"
"Miss Daisy",2,"D"
"Wiley",2,"D"
"Cruizer",2,"D"
"Mahla",2,"D"
"Truffles",2,"D"
"Purdy",2,"D"
"Teeka",2,"D"
"Nora",2,"D"
"Chasey",2,"D"
"Fitch",2,"D"
"Sofi",2,"D"
"Schooner",2,"D"
"Bolli",2,"D"
"TAHOE",2,"D"
"Jaeger",2,"D"
"Bruza",2,"D"
"Balla",2,"D"
"Strudel",2,"D"
"Fido",2,"D"
"Stud",2,"D"
"Midnight",2,"D"
"Mufasa",2,"D"
"Krystal",2,"D"
"Lyra",2,"D"
"Smartie",2,"D"
"Jinka",2,"D"
"Makita",2,"D"
"Ethel",2,"D"
"Mae",2,"D"
"Skeeter",2,"D"
"Sabah",2,"D"
"Mylee",2,"D"
"Baci",2,"D"
"Lucius",2,"D"
"MOntee",2,"D"
"Alva",2,"D"
"Kalani",2,"D"
"Yindi",2,"D"
"toro",2,"D"
"Deejay",2,"D"
"Pixi",2,"D"
"Barnie",2,"D"
"Lillie Rose",2,"D"
"Spartacus",2,"D"
"Banji",2,"D"
"Malou",2,"D"
"Piglet",2,"D"
"Kong",2,"D"
"Sarabi",2,"D"
"Sierra",2,"D"
"Porky",2,"D"
"Squeaky",2,"D"
"Hooch",2,"D"
"Tyrian",2,"D"
"Gladys",2,"D"
"Karlos",2,"D"
"Frappe",2,"D"
"Abraham",2,"D"
"Rippa",2,"D"
"Askari",2,"D"
"Nevada",2,"D"
"Tito",2,"D"
"Lewi",2,"D"
"Toretto",2,"D"
"Viva",2,"D"
"Drogo",2,"D"
"BA",2,"D"
"Ruckus",2,"D"
"Solar",2,"D"
"Elley",2,"D"
"Perry",2,"D"
"Sprite",2,"D"
"Squirrel",2,"D"
"Force",2,"D"
"Sanji",2,"D"
"Nuts",2,"D"
"Cheerio",2,"D"
"Larni",2,"D"
"Kado",2,"D"
"Kimmy",2,"D"
"Beatrice",2,"D"
"Castiel",2,"D"
"Artemis",2,"D"
"Novak",2,"D"
"Snip",2,"D"
"Tuly",2,"D"
"Devlin",2,"D"
"Sunday",2,"D"
"Chunky",2,"D"
"Hunta",2,"D"
"Kyser",2,"D"
"Tor",2,"D"
"Chobe",2,"D"
"Keshi",2,"D"
"Angelica",2,"D"
"Rosco",2,"D"
"Sherman",2,"D"
"Tes",2,"D"
"Caeser",2,"D"
"Scratch",2,"D"
"Lurch",2,"D"
"Zander",2,"D"
"Rafiki",2,"D"
"JT",2,"D"
"Lloyd",2,"D"
"NATTY",2,"D"
"Flex",2,"D"
"Avery",2,"D"
"Gemima",2,"D"
"Rumbo",2,"D"
"Austen",2,"D"
"Rooster",2,"D"
"Hugh",2,"D"
"Lexus",2,"D"
"Andie",2,"D"
"Robin",2,"D"
"Halle",2,"D"
"Banksy",2,"D"
"Victor",2,"D"
"Izzi",2,"D"
"Bee",2,"D"
"Doobie",2,"D"
"Winston Riley",2,"D"
"Chaka",2,"D"
"Cha",2,"D"
"Raya",2,"D"
"Phillip",2,"D"
"Sprout",2,"D"
"Smidge",2,"D"
"Rolex",2,"D"
"Jadie",2,"D"
"Auzzie",2,"D"
"Suede",2,"D"
"Arny",2,"D"
"Zohan",2,"D"
"Bobbi-Jo",2,"D"
"Able",2,"D"
"Dillon",2,"D"
"Elkie",2,"D"
"Milu",2,"D"
"Kenai",2,"D"
"Bryson",2,"D"
"Friday",2,"D"
"Jura",2,"D"
"Morty",2,"D"
"Kiba",2,"D"
"Addy",2,"D"
"Zarli",2,"D"
"Lilly-Anne",2,"D"
"Ru",2,"D"
"Montana",2,"D"
"Maclary",2,"D"
"Jeanie",2,"D"
"Doyle",2,"D"
"Moko",2,"D"
"Vodka",2,"D"
"Baja",2,"D"
"Nami",2,"D"
"Luxi",2,"D"
"Mello",2,"D"
"Jeffrey",2,"D"
"Skah",2,"D"
"Klaus",2,"D"
"Macie",2,"D"
"Chockie",2,"D"
"Bojangles",2,"D"
"Neville",2,"D"
"Bossco",2,"D"
"Lelo",2,"D"
"Amie",2,"D"
"Fozzie",2,"D"
"Arj Barker",2,"D"
"Lotta",2,"D"
"Kiya",2,"D"
"Susan",2,"D"
"Jumbo",2,"D"
"Cohen",2,"D"
"Oden",2,"D"
"Cozmo",2,"D"
"Lewa",2,"D"
"Drake",2,"D"
"Bradley",2,"D"
"Dalton",2,"D"
"Tayla",2,"D"
"Ruby-Rose",2,"D"
"Malo",2,"D"
"Zappa",2,"D"
"Oppie",2,"D"
"Coba",2,"D"
"Rubble",2,"D"
"Velma",2,"D"
"Ziggy Stardust",2,"D"
"Bingley",2,"D"
"Champagne",2,"D"
"Fleetwood",2,"D"
"Grim",2,"D"
"Lucifer",2,"D"
"Bossy",2,"D"
"Ruffles",2,"D"
"Riccardo",2,"D"
"Ron",2,"D"
"Ludo",2,"D"
"Okie",2,"D"
"Sloane",2,"D"
"Brando",2,"D"
"Jango",2,"D"
"Magnus",2,"D"
"Mystique",2,"D"
"Siggy",2,"D"
"Saffi",2,"D"
"Click",2,"D"
"Sofia",2,"D"
"Poe",2,"D"
"Cashew",2,"D"
"Augustus",2,"D"
"Leonardo",2,"D"
"Tylah",2,"D"
"Laska",2,"D"
"Carrie",2,"D"
"Weenie",2,"D"
"Gaïa",2,"D"
"Auto",2,"D"
"Pal",2,"D"
"Keeva",2,"D"
"Vesper",2,"D"
"Petey",2,"D"
"Fionn",2,"D"
"Goose",2,"D"
"Bacon",2,"D"
"MEELO",2,"D"
"Fish",2,"D"
"Corby",2,"D"
"Rexy",2,"D"
"Anakin",2,"D"
"WINTON",2,"D"
"Bluebell",2,"D"
"Pan",2,"D"
"Freckle",2,"D"
"Kendrick",2,"D"
"Elliott",2,"D"
"Tish",2,"D"
"Ami",2,"D"
"Carly",2,"D"
"Cherrie",2,"D"
"Chappie",2,"D"
"Erin",2,"D"
"Xanthe",2,"D"
"Jupiter",2,"D"
"Julie",2,"D"
"Rue",2,"D"
"Gisele",2,"D"
"Keg",2,"D"
"Essie",2,"D"
"Dana",2,"D"
"Charlie Rose",2,"D"
"Royce",2,"D"
"Richie",2,"D"
"Kota",2,"D"
"Ola",2,"D"
"Safi",2,"D"
"Machida",2,"D"
"Leyla",2,"D"
"Draven",2,"D"
"Haggis",2,"D"
"Electra",2,"D"
"Krypto",2,"D"
"Teddi",2,"D"
"Disco",2,"D"
"Billie Jean",2,"D"
"Monti",2,"D"
"Teenie",2,"D"
"Dior",2,"D"
"Jaxx",2,"D"
"Greta",2,"D"
"Franki",2,"D"
"Mable",2,"D"
"Munchkin",2,"D"
"Zeda",2,"D"
"Raffy",2,"D"
"Tillee",2,"D"
"Kenji",2,"D"
"Oakie",2,"D"
"Margot",2,"D"
"Aurora",2,"D"
"Pheonix",2,"D"
"Dusk",2,"D"
"Stoney",2,"D"
"Damien",2,"D"
"Destiny",2,"D"
"Kiri",2,"D"
"Dina",2,"D"
"Franko",2,"D"
"Ares",2,"D"
"D.J.",2,"D"
"Bella Rose",2,"D"
"Jai",2,"D"
"Zacky",2,"D"
"Alley",2,"D"
"Jakey",2,"D"
"Lylah",2,"D"
"Flower",2,"D"
"Reign",2,"D"
"Stubby",2,"D"
"Miss Darcy",2,"D"
"Pola",2,"D"
"Nanook",2,"D"
"Geri",2,"D"
"Roma",2,"D"
"Kenzi",2,"D"
"UNKNOWN DOG NAME",1,"D"
"Cheer",1,"D"
"Emie",1,"D"
"Mifty",1,"D"
"Matilda Madeline",1,"D"
"Katinka",1,"D"
"Hanson",1,"D"
"Toot",1,"D"
"J - Lo",1,"D"
"Peibo",1,"D"
"Mimmi",1,"D"
"Cenedra",1,"D"
"Floppy",1,"D"
"Chakra",1,"D"
"Chatters",1,"D"
"Kosmos",1,"D"
"Ando",1,"D"
"Minila",1,"D"
"Scrabble",1,"D"
"Snoutzer",1,"D"
"Barney Rubble",1,"D"
"Loky",1,"D"
"Bumba",1,"D"
"Champagne Charlie",1,"D"
"Ming Ling",1,"D"
"Lump",1,"D"
"Choccy",1,"D"
"Ohi",1,"D"
"Bunki",1,"D"
"Doner",1,"D"
"Middy",1,"D"
"Moochy",1,"D"
"Monty 2",1,"D"
"Zendari",1,"D"
"Bisquet",1,"D"
"Ambour",1,"D"
"Ezekiel",1,"D"
"Dzel",1,"D"
"Cep",1,"D"
"Harry Potter",1,"D"
"Bucko",1,"D"
"Bruisa",1,"D"
"Megz",1,"D"
"T.J.",1,"D"
"Shartzy",1,"D"
"JR",1,"D"
"Ghandi",1,"D"
"Winstone",1,"D"
"Sergio Rossi",1,"D"
"Lucy Lu",1,"D"
"Minnow",1,"D"
"Pitou",1,"D"
"Rat",1,"D"
"Spottles",1,"D"
"Widgee",1,"D"
"Miss Muffett",1,"D"
"Kiltie",1,"D"
"Yetta",1,"D"
"Nico",1,"D"
"Elliot",1,"D"
"Moet Jay",1,"D"
"Dzaya",1,"D"
"Anak",1,"D"
"Bata",1,"D"
"Rusty Bill",1,"D"
"Furbie",1,"D"
"Max Roman",1,"D"
"Little Boogie",1,"D"
"Khaiser",1,"D"
"Simmo",1,"D"
"Jack Simpson",1,"D"
"Colgate",1,"D"
"Sara Lea",1,"D"
"Morpheus",1,"D"
"Kandyce",1,"D"
"Shakira",1,"D"
"Tessa Rose",1,"D"
"Jilli",1,"D"
"Daisi",1,"D"
"Bundy Rum",1,"D"
"Kristal",1,"D"
"Zarra",1,"D"
"Spuds",1,"D"
"kayliss",1,"D"
"Sheala",1,"D"
"Niko",1,"D"
"Riley Jenkins",1,"D"
"Ritzi",1,"D"
"Merino",1,"D"
"Diesel Maher",1,"D"
"Bolinda",1,"D"
"Mi Mi",1,"D"
"Shazra",1,"D"
"Tangles",1,"D"
"Orphy",1,"D"
"Melville",1,"D"
"Saschin",1,"D"
"Bahzell",1,"D"
"Pikey",1,"D"
"Jaki",1,"D"
"Morry",1,"D"
"Pastel",1,"D"
"Zilzie",1,"D"
"Gretle",1,"D"
"Doodah",1,"D"
"Meeca",1,"D"
"Niki",1,"D"
"Parry",1,"D"
"Kinja",1,"D"
"Socket",1,"D"
"Aker",1,"D"
"Nippy",1,"D"
"Thursday",1,"D"
"Mr Mick",1,"D"
"Tarquin",1,"D"
"Ink",1,"D"
"Gillin",1,"D"
"Dyna",1,"D"
"Black",1,"D"
"Sharna Roo Cook",1,"D"
"Dooks",1,"D"
"Lucci",1,"D"
"Tinnie",1,"D"
"Bes",1,"D"
"Koala",1,"D"
"Kym",1,"D"
"EM Jay",1,"D"
"Triska",1,"D"
"Pandy",1,"D"
"Nickle",1,"D"
"Bon Bon",1,"D"
"Bishka",1,"D"
"Zambi",1,"D"
"Fancy",1,"D"
"Sophi",1,"D"
"Twink",1,"D"
"Jesseco Jesseco",1,"D"
"Lillia Belle",1,"D"
"Tinkabelle",1,"D"
"Krusty",1,"D"
"Houla",1,"D"
"Jindalee",1,"D"
"Tanz",1,"D"
"KI-KI",1,"D"
"Seng Kyi",1,"D"
"Kim",1,"D"
"Gipsy",1,"D"
"Bonniedoon",1,"D"
"Spotti",1,"D"
"Siska",1,"D"
"Petra",1,"D"
"Bowzer",1,"D"
"Scuze",1,"D"
"Chung",1,"D"
"Nikky",1,"D"
"Siena",1,"D"
"Crocky",1,"D"
"Kashmir",1,"D"
"Munah",1,"D"
"Aly",1,"D"
"Inu",1,"D"
"Rikku",1,"D"
"Fupi",1,"D"
"Lee",1,"D"
"Bandi",1,"D"
"Wish",1,"D"
"Mop",1,"D"
"Oti",1,"D"
"MCNAB",1,"D"
"Sherpur",1,"D"
"Okki",1,"D"
"Dolly Dot",1,"D"
"Tibet",1,"D"
"Sammi Love",1,"D"
"Butler",1,"D"
"Ravi",1,"D"
"Mindie",1,"D"
"Kina",1,"D"
"Bodger",1,"D"
"Shakeeta",1,"D"
"Pippe",1,"D"
"Kel",1,"D"
"DollyGirl",1,"D"
"Moppit",1,"D"
"Patra",1,"D"
"Ruby-Blu",1,"D"
"Sparkey",1,"D"
"Radler",1,"D"
"Zinzy",1,"D"
"Shirley",1,"D"
"Kiwi",1,"D"
"Dubbs",1,"D"
"Cashel",1,"D"
"Beanz",1,"D"
"Sabu",1,"D"
"Samsara Jolie",1,"D"
"Skitz",1,"D"
"Alison",1,"D"
"Beau Beau",1,"D"
"Zildijian",1,"D"
"Olonge",1,"D"
"Carlo",1,"D"
"Lahni",1,"D"
"Rockit",1,"D"
"Kesha",1,"D"
"Denny Crane",1,"D"
"Gyzmo",1,"D"
"Jarod",1,"D"
"Ranee",1,"D"
"Thuram",1,"D"
"Anelke",1,"D"
"Doey",1,"D"
"Susannah",1,"D"
"Javva",1,"D"
"Halley",1,"D"
"C.D.",1,"D"
"Mickey Blue",1,"D"
"Maxxy",1,"D"
"Yin",1,"D"
"Talia",1,"D"
"Kyro",1,"D"
"Murphy MOJO",1,"D"
"Zeng",1,"D"
"Rak",1,"D"
"Neffie",1,"D"
"Rikkee",1,"D"
"Minna",1,"D"
"Xanto",1,"D"
"Smokie",1,"D"
"Del",1,"D"
"Two Socks",1,"D"
"Hoby",1,"D"
"Juma",1,"D"
"Lorrel",1,"D"
"Christy",1,"D"
"Cha-Chi",1,"D"
"Jovi",1,"D"
"PoohPot",1,"D"
"Mame",1,"D"
"Spotz",1,"D"
"Bacci",1,"D"
"Bonni",1,"D"
"Cinaed",1,"D"
"Lainey",1,"D"
"Jaid",1,"D"
"Munikki",1,"D"
"Mal",1,"D"
"Quimby",1,"D"
"Shaz",1,"D"
"Ruari",1,"D"
"Bommie",1,"D"
"Boet",1,"D"
"Chimarni",1,"D"
"Spana",1,"D"
"Freud",1,"D"
"Fawn",1,"D"
"Mito",1,"D"
"Zug",1,"D"
"Sook",1,"D"
"Zuku",1,"D"
"Cozi",1,"D"
"Sweetheart",1,"D"
"Chewbacka",1,"D"
"Hodge",1,"D"
"Comox",1,"D"
"Arizona",1,"D"
"Rugger",1,"D"
"Miss Lucy",1,"D"
"Bachi",1,"D"
"Toulouse",1,"D"
"Momotaro",1,"D"
"J.J.",1,"D"
"Reeko",1,"D"
"Mr Cuddles",1,"D"
"Giorgio Pacino",1,"D"
"Georgi Girl",1,"D"
"Silvio",1,"D"
"Spinner",1,"D"
"Lil'Wolf",1,"D"
"Meishka",1,"D"
"Mandella",1,"D"
"Strawberry",1,"D"
"Krewga",1,"D"
"Baili",1,"D"
"Gemme",1,"D"
"Benito",1,"D"
"Magilla",1,"D"
"Minkiri",1,"D"
"Tahlee",1,"D"
"Nobby",1,"D"
"Tea'",1,"D"
"Pooh",1,"D"
"Jimmy Staffaholic",1,"D"
"Shana",1,"D"
"Guildinglight Aero",1,"D"
"Scruffy*",1,"D"
"Mooch",1,"D"
"Muttlee",1,"D"
"Bootsie",1,"D"
"Duff",1,"D"
"sahri",1,"D"
"Lucinda",1,"D"
"Rahnee",1,"D"
"Spottsy",1,"D"
"Myffy",1,"D"
"Scampers",1,"D"
"Ezaarhi",1,"D"
"Cabby",1,"D"
"Dagwood",1,"D"
"Temba",1,"D"
"Margo",1,"D"
"Paddi",1,"D"
"Rigga",1,"D"
"Jordan",1,"D"
"Founja",1,"D"
"Race",1,"D"
"Druss",1,"D"
"Starlet",1,"D"
"kaylee",1,"D"
"Reenee",1,"D"
"DuaDua",1,"D"
"Guntha",1,"D"
"Jinxsey",1,"D"
"Merrick",1,"D"
"Jimbob",1,"D"
"Barney Wilson",1,"D"
"Milco",1,"D"
"Raftus",1,"D"
"Amme",1,"D"
"eskimo",1,"D"
"Zabella",1,"D"
"Tealc",1,"D"
"Ticky",1,"D"
"Mandie",1,"D"
"Queen",1,"D"
"Kadee",1,"D"
"Joss",1,"D"
"Gus 2",1,"D"
"Juba",1,"D"
"Gwen",1,"D"
"Jye",1,"D"
"Fozzey",1,"D"
"Giggles",1,"D"
"FILOU",1,"D"
"Thurston",1,"D"
"Foncy",1,"D"
"Kara- Possum",1,"D"
"Tassy",1,"D"
"Maris",1,"D"
"Shanna",1,"D"
"Mark",1,"D"
"Tin-Tin",1,"D"
"Trinni",1,"D"
"Bangers",1,"D"
"Shaitana",1,"D"
"Burrito",1,"D"
"Lexin",1,"D"
"Kiarra",1,"D"
"Ginger-Megs",1,"D"
"Talki",1,"D"
"Tricks",1,"D"
"Chap",1,"D"
"Issabella",1,"D"
"Mr Bossy Boots",1,"D"
"Phineas",1,"D"
"Keegan",1,"D"
"T-Rex",1,"D"
"Bob Tilton",1,"D"
"Nushka",1,"D"
"Orbit",1,"D"
"Kheit",1,"D"
"Pasher",1,"D"
"Zazu",1,"D"
"Soccer",1,"D"
"Bobbit",1,"D"
"Jara",1,"D"
"Minie",1,"D"
"Sita",1,"D"
"Gringo",1,"D"
"Mardi",1,"D"
"Tau",1,"D"
"Storm Howard",1,"D"
"Chokey",1,"D"
"Budi",1,"D"
"Bare",1,"D"
"Orchid",1,"D"
"Thiboult",1,"D"
"Tailor",1,"D"
"P.J.",1,"D"
"Remmy",1,"D"
"BC",1,"D"
"Gillies",1,"D"
"Dusty Doggus",1,"D"
"Jemmy",1,"D"
"Zibbi",1,"D"
"Jadee",1,"D"
"Michya",1,"D"
"Kozac",1,"D"
"Ajali",1,"D"
"Cootha",1,"D"
"Shakel",1,"D"
"Swiper",1,"D"
"Whitney",1,"D"
"Zigzag",1,"D"
"Libbie",1,"D"
"Roxy Campbell",1,"D"
"Tusker",1,"D"
"Cosha",1,"D"
"Kessi",1,"D"
"Chumley",1,"D"
"Argyle",1,"D"
"Ruski",1,"D"
"Molly
 Barkway",1,"D"
"Tonsai",1,"D"
"Sinki",1,"D"
"Jessika",1,"D"
"Alfonso",1,"D"
"Tazzi",1,"D"
"Keats",1,"D"
"Willo",1,"D"
"Rock Star",1,"D"
"Mabo",1,"D"
"Taj Newport",1,"D"
"Crissy",1,"D"
"Sinbad",1,"D"
"Texta",1,"D"
"Mottie",1,"D"
"Shirli",1,"D"
"Bettzie",1,"D"
"Kyuss",1,"D"
"Noela",1,"D"
"Thug",1,"D"
"Trista",1,"D"
"Bells",1,"D"
"Banger",1,"D"
"Sonia",1,"D"
"Laanii",1,"D"
"Killarney",1,"D"
"Yang (Danny)",1,"D"
"Losesome",1,"D"
"Vinno",1,"D"
"Jess Malta",1,"D"
"Ingwe",1,"D"
"Kenzy",1,"D"
"Maja",1,"D"
"Leelou",1,"D"
"Wipeout",1,"D"
"Budha",1,"D"
"Turner",1,"D"
"Flossey",1,"D"
"Chocdrop",1,"D"
"Cutie Pie",1,"D"
"Kipi",1,"D"
"Name not supplied",1,"D"
"Wilf",1,"D"
"Gossamer",1,"D"
"Lo Lo",1,"D"
"Princess Pola",1,"D"
"Rolls Royce",1,"D"
