"AnimalName","numberOfAnimals","AnimalType"
"Roo",1,"Cat"
"Swift",1,"Cat"
"Atticus",1,"Cat"
"Curtis",1,"Cat"
"Skittles yates",1,"Cat"
"Ohana",1,"Cat"
"Charrow",1,"Cat"
"Ralphie",1,"Cat"
"Sale",1,"Cat"
"Taffee",1,"Cat"
"Eevie",1,"Cat"
"Rau Rau",1,"Cat"
"Donovan",1,"Cat"
"Harry Kelsey",1,"Cat"
"Charles Kelsey",1,"Cat"
"Snookie",1,"Cat"
"Glenda",1,"Cat"
"Ruby-Rain",1,"Cat"
"R-Kitty",1,"Cat"
"Spliff",1,"Cat"
"Lagatha",1,"Cat"
"Tinkerbel",1,"Cat"
"JT",1,"Cat"
"Medusa",1,"Cat"
"Morton",1,"Cat"
"Froid",1,"Cat"
"Purrma",1,"Cat"
"Danielle",1,"Cat"
"Gideon",1,"Cat"
"Shamus",1,"Cat"
"Dyno",1,"Cat"
"Eddie Mabo",1,"Cat"
"Henri",1,"Cat"
"Freema",1,"Cat"
"Tin Tin",1,"Cat"
"Franna",1,"Cat"
"Yasu",1,"Cat"
"Bugs",1,"Cat"
"Pogo",1,"Cat"
"Bridge",1,"Cat"
"Tonky",1,"Cat"
"Mela",1,"Cat"
"Udlo",1,"Cat"
"Cupid",1,"Cat"
"Ursa",1,"Cat"
"Company",1,"Cat"
"Utopia",1,"Cat"
"Saffron",1,"Cat"
"Zena",1,"Cat"
"Lucifer",1,"Cat"
"Tish",1,"Cat"
"Charlie Moo",1,"Cat"
"Ita",1,"Cat"
"Riges",1,"Cat"
"Zoee",1,"Cat"
"Imogene",1,"Cat"
"Bickies",1,"Cat"
"Princeton",1,"Cat"
"Pansy",1,"Cat"
"Hummel",1,"Cat"
"Bounty",1,"Cat"
"Kitler",1,"Cat"
"Svetlana",1,"Cat"
"Bella",884,"D"
"Charlie",585,"D"
"Molly",531,"D"
"Max",455,"D"
"Buddy",434,"D"
"Ruby",410,"D"
"Lucy",358,"D"
"Roxy",341,"D"
"Jack",325,"D"
"Rosie",324,"D"
"Coco",318,"D"
"Millie",266,"D"
"Daisy",260,"D"
"Toby",240,"D"
"Missy",229,"D"
"Oscar",228,"D"
"Marley",227,"D"
"Bonnie",222,"D"
"Bailey",217,"D"
"Bear",214,"D"
"Ollie",206,"D"
"Milo",196,"D"
"Lilly",194,"D"
"Mia",185,"D"
"Diesel",182,"D"
"Rusty",180,"D"
"Tilly",177,"D"
"Archie",169,"D"
"Chloe",168,"D"
"Sam",168,"D"
"Sasha",166,"D"
"Jessie",163,"D"
"Milly",160,"D"
"Teddy",160,"D"
"Jasper",156,"D"
"Honey",156,"D"
"Lulu",155,"D"
"Lily",154,"D"
"Harry",154,"D"
"Poppy",154,"D"
"Pepper",152,"D"
"Billy",151,"D"
"Cooper",149,"D"
"Maggie",148,"D"
"Rocky",144,"D"
"Lola",142,"D"
"Bundy",138,"D"
"Monty",136,"D"
"Frankie",134,"D"
"Ziggy",128,"D"
"Zoe",127,"D"
"Ellie",126,"D"
"Benji",125,"D"
"Holly",124,"D"
"Chilli",122,"D"
"Harley",122,"D"
"Luna",122,"D"
"Pippa",121,"D"
"Shadow",120,"D"
"Buster",120,"D"
"Zeus",117,"D"
"Banjo",117,"D"
"Louie",116,"D"
"Nala",115,"D"
"Rex",114,"D"
"Sophie",113,"D"
"Dexter",113,"D"
"Penny",112,"D"
"Stella",111,"D"
"Barney",111,"D"
"Koda",110,"D"
"Willow",110,"D"
"George",107,"D"
"Beau",103,"D"
"Gus",103,"D"
"Duke",101,"D"
"Hugo",101,"D"
"Alfie",100,"D"
"Baxter",98,"D"
"Murphy",97,"D"
"Gypsy",97,"D"
"Jess",96,"D"
"Ella",93,"D"
"Sally",92,"D"
"Winston",91,"D"
"Leo",89,"D"
"Jazz",87,"D"
"Jet",86,"D"
"Gizmo",85,"D"
"Bentley",82,"D"
"Gracie",81,"D"
"Misty",79,"D"
"Ralph",79,"D"
"Angus",78,"D"
"Angel",76,"D"
"Henry",76,"D"
"Bindi",75,"D"
"Lexi",75,"D"
"Sunny",74,"D"
"Eddie",74,"D"
"Abby",73,"D"
"Sammy",73,"D"
"Tess",72,"D"
"Dusty",71,"D"
"Storm",71,"D"
"Indy",69,"D"
"Sandy",69,"D"
"Peppa",69,"D"
"Jake",68,"D"
"Patch",66,"D"
"Cleo",66,"D"
"Layla",66,"D"
"Chester",66,"D"
"Harvey",66,"D"
"Jett",64,"D"
"Bruce",64,"D"
"Scruffy",63,"D"
"Benny",62,"D"
"Ted",62,"D"
"Zara",62,"D"
"Rufus",62,"D"
"Indi",61,"D"
"Belle",61,"D"
"Zac",61,"D"
"Billie",60,"D"
"Bobby",60,"D"
"Evie",60,"D"
"Gemma",59,"D"
"Oliver",59,"D"
"Indie",59,"D"
"Boston",58,"D"
"Jackson",58,"D"
"Jax",58,"D"
"Cody",57,"D"
"Bob",57,"D"
"Tia",57,"D"
"Summer",57,"D"
"Georgie",57,"D"
"Lucky",56,"D"
"Simba",55,"D"
"Riley",55,"D"
"Bruno",55,"D"
"Ebony",54,"D"
"Scout",54,"D"
"Boss",54,"D"
"Polly",53,"D"
"Matilda",53,"D"
"Minnie",53,"D"
"Bandit",52,"D"
"Snoopy",52,"D"
"Jimmy",52,"D"
"Louis",52,"D"
"Tyson",52,"D"
"Hudson",52,"D"
"Loki",52,"D"
"Benson",51,"D"
"Cookie",50,"D"
"Tank",50,"D"
"Jed",49,"D"
"Mack",49,"D"
"Amber",49,"D"
"Izzy",49,"D"
"Ben",48,"D"
"Ned",48,"D"
"Phoebe",48,"D"
"Dash",48,"D"
"Boof",47,"D"
"Hunter",47,"D"
"Kirra",46,"D"
"Pip",46,"D"
"Hamish",46,"D"
"Piper",46,"D"
"Shelby",46,"D"
"Mojo",45,"D"
"Charli",45,"D"
"Abbey",44,"D"
"Dozer",43,"D"
"Sadie",43,"D"
"Mac",42,"D"
"Rocco",42,"D"
"Wally",41,"D"
"Pebbles",41,"D"
"Skye",41,"D"
"Darcy",41,"D"
"Thor",41,"D"
"Basil",40,"D"
"Axel",40,"D"
"Panda",40,"D"
"Rocket",40,"D"
"Lexie",40,"D"
"Chevy",40,"D"
"Paris",39,"D"
"Chelsea",39,"D"
"Finn",39,"D"
"Princess",38,"D"
"Xena",38,"D"
"Samson",38,"D"
"Frank",38,"D"
"Trixie",38,"D"
"Tiger",38,"D"
"Scooby",38,"D"
"Lacey",38,"D"
"Miley",38,"D"
"Cassie",37,"D"
"Heidi",37,"D"
"Maya",37,"D"
"Wilson",37,"D"
"Chase",37,"D"
"Lady",37,"D"
"Mollie",37,"D"
"Turbo",37,"D"
"Jesse",36,"D"
"Cindy",36,"D"
"Meg",36,"D"
"Pixie",36,"D"
"Elvis",36,"D"
"Nelson",36,"D"
"Snowy",36,"D"
"Biscuit",36,"D"
"Macy",36,"D"
"Brandy",36,"D"
"Peanut",36,"D"
"Sooty",35,"D"
"Casper",35,"D"
"Ace",35,"D"
"Reggie",34,"D"
"Jedda",34,"D"
"Mishka",34,"D"
"Pearl",34,"D"
"Floyd",34,"D"
"Spud",33,"D"
"Woody",33,"D"
"Annie",33,"D"
"Jasmine",33,"D"
"Roxie",33,"D"
"Narla",33,"D"
"Boo",33,"D"
"Blue",33,"D"
"Asha",33,"D"
"Fred",32,"D"
"Leroy",32,"D"
"Sonny",32,"D"
"Tommy",32,"D"
"Joey",32,"D"
"Ivy",32,"D"
"Roy",32,"D"
"Digger",31,"D"
"Sparky",31,"D"
"Nellie",31,"D"
"Tully",31,"D"
"Spike",31,"D"
"Odie",31,"D"
"Bronte",31,"D"
"Busta",31,"D"
"Chino",31,"D"
"Tonka",31,"D"
"Charlotte",31,"D"
"Emma",30,"D"
"Maximus",30,"D"
"Obi",30,"D"
"Sarge",30,"D"
"Dudley",30,"D"
"Josie",30,"D"
"Ginger",29,"D"
"Suki",29,"D"
"Bowie",29,"D"
"Pepe",29,"D"
"Dakota",29,"D"
"winnie",29,"D"
"Betty",29,"D"
"Neo",29,"D"
"Odin",29,"D"
"Axle",29,"D"
"Kelly",28,"D"
"Zoey",28,"D"
"Zena",28,"D"
"Fudge",28,"D"
"Tessa",28,"D"
"KoKo",28,"D"
"Otis",28,"D"
"Peaches",28,"D"
"Marlee",28,"D"
"Blaze",28,"D"
"Bo",28,"D"
"Dolly",28,"D"
"Lenny",28,"D"
"Bronson",27,"D"
"Buffy",27,"D"
"Tasha",27,"D"
"Lizzie",27,"D"
"Clancy",27,"D"
"Candy",27,"D"
"Whiskey",27,"D"
"Yoda",27,"D"
"Chopper",27,"D"
"Maverick",27,"D"
"Ava",27,"D"
"Theo",27,"D"
"Romeo",27,"D"
"Isabella",26,"D"
"Maddie",26,"D"
"Maisie",26,"D"
"Maxi",26,"D"
"Prince",26,"D"
"Buddha",26,"D"
"Sheba",26,"D"
"Stanley",26,"D"
"Phoenix",25,"D"
"Spot",25,"D"
"Gidget",25,"D"
"Sox",25,"D"
"Maisy",25,"D"
"Shiloh",25,"D"
"Red",25,"D"
"Arlo",25,"D"
"Unknown",24,"D"
"Pippi",24,"D"
"Jemma",24,"D"
"Kobi",24,"D"
"Nelly",24,"D"
"Mickey",24,"D"
"Rogue",24,"D"
"Muffin",24,"D"
"Yogi",24,"D"
"Olly",24,"D"
"Boris",24,"D"
"Mindy",24,"D"
"Olive",24,"D"
"Dixie",23,"D"
"Tammy",23,"D"
"Nugget",23,"D"
"Elsa",23,"D"
"Suzie",23,"D"
"Sage",23,"D"
"Bubbles",23,"D"
"Rose",23,"D"
"Saxon",23,"D"
"Audrey",23,"D"
"Taj",22,"D"
"Zephyr",22,"D"
"Scarlett",22,"D"
"Ozzie",22,"D"
"Ringo",22,"D"
"Jade",22,"D"
"BJ",22,"D"
"Levi",22,"D"
"Flynn",22,"D"
"Brutus",22,"D"
"Chewy",22,"D"
"Flash",22,"D"
"Maple",22,"D"
"Sebastian",21,"D"
"Zorro",21,"D"
"Maddy",21,"D"
"Pedro",21,"D"
"Abbie",21,"D"
"Clyde",21,"D"
"Milli",21,"D"
"Moet",21,"D"
"Boots",21,"D"
"Rebel",21,"D"
"Macey",21,"D"
"Fifi",21,"D"
"Karma",21,"D"
"Scooter",21,"D"
"Fletcher",21,"D"
"Titan",21,"D"
"Mimi",21,"D"
"Oreo",21,"D"
"Sassy",21,"D"
"Pablo",20,"D"
"Jerry",20,"D"
"Dougal",20,"D"
"Jaffa",20,"D"
"Astro",20,"D"
"Cosmo",20,"D"
"Tucker",20,"D"
"Bali",20,"D"
"Kira",20,"D"
"Roger",20,"D"
"Harper",20,"D"
"Spencer",20,"D"
"Chief",20,"D"
"Fergus",20,"D"
"Star",20,"D"
"Bodie",20,"D"
"Hank",20,"D"
"Nitro",20,"D"
"Paddy",20,"D"
"Brax",20,"D"
"Mischa",19,"D"
"Alice",19,"D"
"Smudge",19,"D"
"Taz",19,"D"
"Bodhi",19,"D"
"Nina",19,"D"
"Tiny",19,"D"
"Diva",19,"D"
"Rupert",19,"D"
"Kaiser",19,"D"
"Monte",19,"D"
"Mocha",19,"D"
"Mika",19,"D"
"Barry",19,"D"
"Toffee",19,"D"
"Buzz",19,"D"
"Merlin",19,"D"
"Charlee",19,"D"
"Jazzy",19,"D"
"Sky",19,"D"
"Delilah",18,"D"
"Tara",18,"D"
"Zali",18,"D"
"Charley",18,"D"
"Arnie",18,"D"
"Sammi",18,"D"
"Digby",18,"D"
"Macca",18,"D"
"Chewie",18,"D"
"Timmy",18,"D"
"Ernie",18,"D"
"kimba",18,"D"
"Dora",18,"D"
"Jaz",17,"D"
"Sabre",17,"D"
"Jock",17,"D"
"Mitzi",17,"D"
"Sid",17,"D"
"Peggy",17,"D"
"Violet",17,"D"
"Freddie",17,"D"
"Minty",17,"D"
"Lewis",17,"D"
"Georgia",17,"D"
"Echo",17,"D"
"Ryder",17,"D"
"Lou Lou",17,"D"
"Noah",17,"D"
"Shilo",17,"D"
"Gigi",17,"D"
"Kobe",17,"D"
"Rocko",17,"D"
"Moose",17,"D"
"Chico",17,"D"
"Elmo",16,"D"
"Libby",16,"D"
"Humphrey",16,"D"
"Byron",16,"D"
"Tom",16,"D"
"Jaxon",16,"D"
"Happy",16,"D"
"Ash",16,"D"
"Mason",16,"D"
"Hannah",16,"D"
"Hazel",16,"D"
"Dougie",16,"D"
"Pippy",16,"D"
"Snoop",16,"D"
"Freya",16,"D"
"Mya",16,"D"
"Doug",16,"D"
"Nero",16,"D"
"Nova",16,"D"
"Bess",15,"D"
"Ally",15,"D"
"Kevin",15,"D"
"Kai",15,"D"
"Kaos",15,"D"
"Archer",15,"D"
"Squirt",15,"D"
"Katie",15,"D"
"Jetta",15,"D"
"Scamp",15,"D"
"Tex",15,"D"
"Ozzy",15,"D"
"Callie",15,"D"
"Onyx",15,"D"
"Rory",15,"D"
"Susie",15,"D"
"Grace",15,"D"
"Pickles",15,"D"
"Junior",15,"D"
"Jackie",15,"D"
"Bruiser",15,"D"
"Luka",15,"D"
"Albert",15,"D"
"Huey",15,"D"
"Mikey",15,"D"
"Diego",15,"D"
"Marli",15,"D"
"Khan",15,"D"
"Isla",15,"D"
"Bolt",15,"D"
"Franklin",15,"D"
"Django",15,"D"
"Opie",15,"D"
"Bambi",14,"D"
"Zeke",14,"D"
"Nikki",14,"D"
"Brodie",14,"D"
"Parker",14,"D"
"Allie",14,"D"
"Stevie",14,"D"
"Meeka",14,"D"
"Arnold",14,"D"
"Champ",14,"D"
"Lolly",14,"D"
"Walter",14,"D"
"Iggy",14,"D"
"Mini",14,"D"
"Pepsi",14,"D"
"Lara",14,"D"
"Scrappy",14,"D"
"Freckles",14,"D"
"Morris",14,"D"
"Leila",14,"D"
"Ayla",14,"D"
"Rani",14,"D"
"Oakley",14,"D"
"Jagger",14,"D"
"Freddy",14,"D"
"Tinkerbell",14,"D"
"Murray",14,"D"
"Skipper",14,"D"
"Elly",14,"D"
"Hope",14,"D"
"Elsie",14,"D"
"Pluto",14,"D"
"Remy",14,"D"
"Tiffany",13,"D"
"Muffy",13,"D"
"Charlie Brown",13,"D"
"Jenna",13,"D"
"Duchess",13,"D"
"Mitch",13,"D"
"Cocoa",13,"D"
"Remi",13,"D"
"Crystal",13,"D"
"Sapphire",13,"D"
"Misha",13,"D"
"Tuppence",13,"D"
"Becky",13,"D"
"Taco",13,"D"
"Lizzy",13,"D"
"Rascal",13,"D"
"Rambo",13,"D"
"Sarah",13,"D"
"Ranger",13,"D"
"Maxie",13,"D"
"Boomer",13,"D"
"Dex",13,"D"
"Lu Lu",13,"D"
"Theodore",13,"D"
"Mali",13,"D"
"Keisha",13,"D"
"Amy",13,"D"
"Moe",13,"D"
"Marty",13,"D"
"Cobber",13,"D"
"Patches",13,"D"
"Nahla",13,"D"
"Russell",12,"D"
"Emily",12,"D"
"Aussie",12,"D"
"Vinnie",12,"D"
"Toto",12,"D"
"Lilo",12,"D"
"Tiki",12,"D"
"Mindi",12,"D"
"Otto",12,"D"
"Ali",12,"D"
"Kora",12,"D"
"Portia",12,"D"
"Kirby",12,"D"
"Brandi",12,"D"
"Kiara",12,"D"
"Merlot",12,"D"
"Dodge",12,"D"
"Pippin",12,"D"
"Kiki",12,"D"
"Pipi",12,"D"
"Tui",12,"D"
"Casey",12,"D"
"Rasta",12,"D"
"Tinka",12,"D"
"Kato",12,"D"
"Austin",12,"D"
"Gem",12,"D"
"Choppa",12,"D"
"JD",12,"D"
"Luca",12,"D"
"Brian",12,"D"
"Kara",12,"D"
"Jethro",12,"D"
"Tango",12,"D"
"Wallace",12,"D"
"Blade",12,"D"
"DJ",12,"D"
"Jersey",12,"D"
"Jill",12,"D"
"Cruz",12,"D"
"Yoshi",12,"D"
"Lani",12,"D"
"Winter",12,"D"
"Asher",12,"D"
"Loui",12,"D"
"Juno",12,"D"
"Smokey",11,"D"
"Kuta",11,"D"
"Rio",11,"D"
"Caesar",11,"D"
"Robbie",11,"D"
"Shep",11,"D"
"Bridie",11,"D"
"Buttons",11,"D"
"Wookie",11,"D"
"Oska",11,"D"
"Major",11,"D"
"Harriet",11,"D"
"Wags",11,"D"
"Wilbur",11,"D"
"Crash",11,"D"
"Butch",11,"D"
"tigger",11,"D"
"Jayda",11,"D"
"Joe",11,"D"
"Chai",11,"D"
"Leia",11,"D"
"Felix",11,"D"
"Moses",11,"D"
"Oskar",11,"D"
"Axl",11,"D"
"Missie",11,"D"
"Skip",11,"D"
"Tina",11,"D"
"Mango",11,"D"
"Link",11,"D"
"Barkley",11,"D"
"Gucci",11,"D"
"Marshall",11,"D"
"Blossom",11,"D"
"Zed",11,"D"
"Gretel",11,"D"
"Lottie",11,"D"
"Bonny",11,"D"
"Bessie",11,"D"
"Memphis",11,"D"
"Sookie",11,"D"
"Bomber",11,"D"
"Clover",11,"D"
"Daphne",11,"D"
"Hurley",11,"D"
"Pumba",10,"D"
"Deisel",10,"D"
"Bunny",10,"D"
"Kia",10,"D"
"Ty",10,"D"
"April",10,"D"
"Tashi",10,"D"
"Samantha",10,"D"
"Coby",10,"D"
"Pookie",10,"D"
"Blackie",10,"D"
"Bluey",10,"D"
"JJ",10,"D"
"Shelly",10,"D"
"Tillie",10,"D"
"Hendrix",10,"D"
"Lucie",10,"D"
"Alby",10,"D"
"Percy",10,"D"
"Scotty",10,"D"
"Carlos",10,"D"
"Kenny",10,"D"
"Willis",10,"D"
"Sienna",10,"D"
"Chanel",10,"D"
"Bazil",10,"D"
"Cash",10,"D"
"Buckley",10,"D"
"Jeda",10,"D"
"MABEL",10,"D"
"Jacko",10,"D"
"Thunder",10,"D"
"Enzo",10,"D"
"Skyla",10,"D"
"Sumo",10,"D"
"Beanie",10,"D"
"Suzi",10,"D"
"Roman",10,"D"
"Hector",10,"D"
"Seth",10,"D"
"Lilli",10,"D"
"Snickers",10,"D"
"Kane",10,"D"
"Locky",10,"D"
"Sugar",10,"D"
"Noodle",10,"D"
"Ziva",10,"D"
"Chuck",10,"D"
"River",10,"D"
"Dude",10,"D"
"Zen",10,"D"
"Franky",10,"D"
"Ghost",10,"D"
"Fluffy",9,"D"
"Blondie",9,"D"
"Lou",9,"D"
"nessie",9,"D"
"Tobi",9,"D"
"Bosco",9,"D"
"Connie",9,"D"
"Flossy",9,"D"
"Kosta",9,"D"
"Rolly",9,"D"
"Danny",9,"D"
"Kuma",9,"D"
"Koby",9,"D"
"Tink",9,"D"
"Vegas",9,"D"
"Bill",9,"D"
"Vader",9,"D"
"Edward",9,"D"
"Radar",9,"D"
"Demi",9,"D"
"Manny",9,"D"
"Bertie",9,"D"
"Taylor",9,"D"
"Sofie",9,"D"
"Bree",9,"D"
"Miffy",9,"D"
"Obie",9,"D"
"Sami",9,"D"
"Bronx",9,"D"
"Andy",9,"D"
"Bubba",9,"D"
"Badger",9,"D"
"Ruby Rose",9,"D"
"Cricket",9,"D"
"Peppi",9,"D"
"Thomas",9,"D"
"Trooper",9,"D"
"Reg",9,"D"
"Sparkles",9,"D"
"Trevor",9,"D"
"Conan",9,"D"
"Angie",9,"D"
"Foxy",9,"D"
"Zak",9,"D"
"Alex",9,"D"
"Halo",9,"D"
"Chocolate",9,"D"
"Xander",9,"D"
"Fleur",9,"D"
"Marco",9,"D"
"Lincoln",9,"D"
"Zelda",9,"D"
"India",9,"D"
"Syd",9,"D"
"Kip",9,"D"
"Zulu",9,"D"
"Kahn",9,"D"
"Sheeba",9,"D"
"Peppe",9,"D"
"Arthur",9,"D"
"Chip",9,"D"
"Ari",9,"D"
"Trigger",9,"D"
"Poppi",9,"D"
"Apollo",9,"D"
"Salty",9,"D"
"Pumpkin",9,"D"
"Jim",9,"D"
"Koa",9,"D"
"Dotti",9,"D"
"Bane",9,"D"
"Kaia",9,"D"
"Raven",9,"D"
"Ricky",8,"D"
"Brock",8,"D"
"Betsy",8,"D"
"Malibu",8,"D"
"Scruff",8,"D"
"Nemo",8,"D"
"Bud",8,"D"
"Henri",8,"D"
"Domino",8,"D"
"Shaka",8,"D"
"Meeko",8,"D"
"Lillie",8,"D"
"carter",8,"D"
"Indiana",8,"D"
"Tippy",8,"D"
"Bart",8,"D"
"William",8,"D"
"Whisky",8,"D"
"Jinx",8,"D"
"Spirit",8,"D"
"Porsche",8,"D"
"Zeb",8,"D"
"Saffron",8,"D"
"Kali",8,"D"
"Fergie",8,"D"
"Rastus",8,"D"
"Chance",8,"D"
"Socks",8,"D"
"PJ",8,"D"
"Wilfred",8,"D"
"Hemi",8,"D"
"Goldie",8,"D"
"Sari",8,"D"
"Rosey",8,"D"
"Dave",8,"D"
"Fern",8,"D"
"Delta",8,"D"
"Buddah",8,"D"
"Claude",8,"D"
"Jarrah",8,"D"
"Texas",8,"D"
"Tobie",8,"D"
"Bobbie",8,"D"
"Diamond",8,"D"
"Dallas",8,"D"
"INCA",8,"D"
"Sargent",8,"D"
"Toohey",8,"D"
"Tye",8,"D"
"Emmy",8,"D"
"Tori",8,"D"
"Anna",8,"D"
"Mila",8,"D"
"Cruiser",8,"D"
"Occy",8,"D"
"Budda",8,"D"
"Larry",8,"D"
"Jay",8,"D"
"Doza",8,"D"
"Jada",8,"D"
"Jenny",8,"D"
"Isabelle",8,"D"
"Cherry",8,"D"
"Clio",8,"D"
"Knuckles",8,"D"
"Tallulah",8,"D"
"Marlie",8,"D"
"Mj",8,"D"
"Kingston",8,"D"
"Marly",8,"D"
"Yuki",8,"D"
"Pugsley",8,"D"
"Cj",8,"D"
"Ninja",8,"D"
"Alvin",8,"D"
"Dottie",8,"D"
"Jelly",8,"D"
"Snow",8,"D"
"Roo",8,"D"
"Sahara",8,"D"
"Hercules",8,"D"
"Topaz",8,"D"
"Sonic",8,"D"
"Puppy",8,"D"
"Ralphie",8,"D"
"Meika",8,"D"
"Ronnie",8,"D"
"Moo",8,"D"
"Harlow",8,"D"
"Arrow",8,"D"
"Atlas",8,"D"
"Napoleon",7,"D"
"China",7,"D"
"Chippy",7,"D"
"Razz",7,"D"
"Shaggy",7,"D"
"Phantom",7,"D"
"Hollie",7,"D"
"Teddy Bear",7,"D"
"Jasmin",7,"D"
"Willy",7,"D"
"Marnie",7,"D"
"Jaspa",7,"D"
"Mitzy",7,"D"
"Jessica",7,"D"
"Rosy",7,"D"
"Paddington",7,"D"
"Tootsie",7,"D"
"Ruben",7,"D"
"Stumpy",7,"D"
"Lennox",7,"D"
"Maddison",7,"D"
"Bam Bam",7,"D"
"Scoobie",7,"D"
"Bingo",7,"D"
"Eli",7,"D"
"Splash",7,"D"
"Micky",7,"D"
"Mo",7,"D"
"Trinity",7,"D"
"Reef",7,"D"
"Zuri",7,"D"
"Ralphy",7,"D"
"Kyra",7,"D"
"Bosley",7,"D"
"Megs",7,"D"
"Zues",7,"D"
"Nell",7,"D"
"Popcorn",7,"D"
"Geordie",7,"D"
"Maloo",7,"D"
"Lila",7,"D"
"Bernie",7,"D"
"Boo Boo",7,"D"
"Suzy",7,"D"
"Luke",7,"D"
"Ripley",7,"D"
"Penelope",7,"D"
"Fraser",7,"D"
"Reuben",7,"D"
"Spotty",7,"D"
"Muppet",7,"D"
"Sammie",7,"D"
"Sampson",7,"D"
"Missy moo",7,"D"
"Cruze",7,"D"
"Calvin",7,"D"
"Hutch",7,"D"
"Charly",7,"D"
"Preston",7,"D"
"Poppet",7,"D"
"Skippy",7,"D"
"Faith",7,"D"
"Knox",7,"D"
"Jedd",7,"D"
"Roxi",7,"D"
"Shandy",7,"D"
"Mintie",7,"D"
"Copper",7,"D"
"Chili",7,"D"
"Griffin",7,"D"
"Darby",7,"D"
"Mary",7,"D"
"Finnigan",7,"D"
"Kya",7,"D"
"Laddie",7,"D"
"Lucca",7,"D"
"Magic",7,"D"
"Florence",7,"D"
"Sophia",7,"D"
"Biggie",7,"D"
"Cadbury",7,"D"
"Mate",7,"D"
"Bullet",7,"D"
"Herbie",7,"D"
"Baylee",7,"D"
"Dobby",7,"D"
"Sherlock",7,"D"
"Bugsy",7,"D"
"Rafa",7,"D"
"Cara",7,"D"
"Indigo",7,"D"
"Dre",7,"D"
"Pandora",7,"D"
"Captain",7,"D"
"Mandy",6,"D"
"Bow",6,"D"
"Morgan",6,"D"
"Biggles",6,"D"
"Snowie",6,"D"
"Soxy",6,"D"
"Pierre",6,"D"
"Kaz",6,"D"
"Noodles",6,"D"
"Macka",6,"D"
"Bunji",6,"D"
"Esther",6,"D"
"Wombat",6,"D"
"Mouse",6,"D"
"Kiera",6,"D"
"Gina",6,"D"
"Bea",6,"D"
"Rodney",6,"D"
"Mario",6,"D"
"Frodo",6,"D"
"Wilma",6,"D"
"Bert",6,"D"
"Leeroy",6,"D"
"Hershey",6,"D"
"Possum",6,"D"
"Wesley",6,"D"
"Merlo",6,"D"
"Judge",6,"D"
"Darla",6,"D"
"Troy",6,"D"
"Fonzie",6,"D"
"Norman",6,"D"
"Beauty",6,"D"
"Roly",6,"D"
"Elli",6,"D"
"Kiah",6,"D"
"Bender",6,"D"
"Chicko",6,"D"
"Shylo",6,"D"
"Lotti",6,"D"
"Bailee",6,"D"
"Rhani",6,"D"
"Louise",6,"D"
"Inka",6,"D"
"Armani",6,"D"
"Zola",6,"D"
"Smooch",6,"D"
"Wicket",6,"D"
"Saba",6,"D"
"Zala",6,"D"
"Chica",6,"D"
"Gibson",6,"D"
"Wolfie",6,"D"
"Cuba",6,"D"
"Cairo",6,"D"
"Tinker",6,"D"
"Puddles",6,"D"
"Zeva",6,"D"
"Rhino",6,"D"
"Sushi",6,"D"
"Steel",6,"D"
"Brody",6,"D"
"Cisco",6,"D"
"Rudy",6,"D"
"Frosty",6,"D"
"Jewel",6,"D"
"Skittles",6,"D"
"Brooke",6,"D"
"Kelsey",6,"D"
"Guinness",6,"D"
"Boz",6,"D"
"Bosun",6,"D"
"Bozo",6,"D"
"Priscilla",6,"D"
"Choco",6,"D"
"Fritz",6,"D"
"Bell",6,"D"
"Tahnee",6,"D"
"Soda",6,"D"
"Maddi",6,"D"
"Tilley",6,"D"
"Harlee",6,"D"
"Dutch",6,"D"
"Rodger",6,"D"
"Mylo",6,"D"
"Bebe",6,"D"
"Reilly",6,"D"
"Fox",6,"D"
"Jeff",6,"D"
"Gordon",6,"D"
"Beans",6,"D"
"Zeta",6,"D"
"Zsa Zsa",6,"D"
"Opal",6,"D"
"Amity",6,"D"
"Raffa",6,"D"
"Sunshine",6,"D"
"Johnny",6,"D"
"Alaska",6,"D"
"Buck",6,"D"
"Gypsie",6,"D"
"Braxton",6,"D"
"Boy",6,"D"
"Sweep",6,"D"
"king",6,"D"
"Keith",6,"D"
"Sully",6,"D"
"Shyla",6,"D"
"Eva",6,"D"
"Rollo",6,"D"
"Kovu",6,"D"
"Eddy",6,"D"
"Ed",6,"D"
"Thea",6,"D"
"Meisha",6,"D"
"Chiko",6,"D"
"Zuma",6,"D"
"Evee",6,"D"
"Motley",6,"D"
"Jacob",6,"D"
"Piccolo",6,"D"
"Cleopatra",6,"D"
"Pat",5,"D"
"Chardy",5,"D"
"Guiness",5,"D"
"Kombi",5,"D"
"Jewels",5,"D"
"Shiva",5,"D"
"Ember",5,"D"
"Kipper",5,"D"
"Bonney",5,"D"
"Sassi",5,"D"
"Ralf",5,"D"
"Taya",5,"D"
"Ripper",5,"D"
"Dog",5,"D"
"Bowser",5,"D"
"Mitsy",5,"D"
"Rags",5,"D"
"Mercedes",5,"D"
"Jazzie",5,"D"
"Eevee",5,"D"
"Scully",5,"D"
"Duncan",5,"D"
"Gilbert",5,"D"
"Albie",5,"D"
"Bayley",5,"D"
"Polo",5,"D"
"KC",5,"D"
"Madison",5,"D"
"Elle",5,"D"
"Meka",5,"D"
"Brooklyn",5,"D"
"Jessy",5,"D"
"Ajax",5,"D"
"Kayla",5,"D"
"Judd",5,"D"
"Aura",5,"D"
